compound,cas,group1,group2,group3,C,H,O,S,N,MW,anchor
C15 Cycloalkane,,Alkane,Cycloalkane,,15,30,,,,210.405,nonane
1-Nonylcycloheptane,1000371-47-7,Alkane,Cycloalkane,,16,32,,,,224.432,nonane
C16 Cycloalkane,,Alkane,Cycloalkane,,16,32,,,,224.432,nonane
Cyclohexadecane,000295-65-8,Alkane,Cycloalkane,,16,32,,,,224.432,nonane
C17 Cycloalkane,,Alkane,Cycloalkane,,17,34,,,,238.459,nonane
"Cyclohexane, 1-ethenyl-2-methyl-, trans-",4926-78-8,Alkane,Cycloalkane,,9,18,,,,126.243,nonane
"Cyclopentane, 1,2,3-trimethyl-, (1.alpha.,2.alpha.,3.beta.)-",,Alkane,Cycloalkane,Alkylcyclopentane,8,16,,,,112.216,nonane
"Cyclohexane, 1,3,5-trimethyl-, (1.alpha.,3.alpha.,5.alpha.)-",,Alkane,Cycloalkane,Alkylcyclohexane,9,18,,,,126.243,nonane
"Cycloheptane, methyl-",,Alkane,Cycloalkane,Alkylcyclohexane,8,16,,,,112.216,nonane
"Cyclohexane, 1-methyl-3-(1-methylethenyl)-, cis-",,Alkane,Cycloalkane,Alkylcyclohexane,10,20,,,,140.27,nonane
"Naphthalene, decahydro-2,6-dimethyl-",,Alkane,Cycloalkane,2Ring,12,22,,,,166.308,nonane
"Naphthalene, decahydro-1,5-dimethyl-",,Alkane,Cycloalkane,2Ring,12,22,,,,166.308,nonane
Heptylcyclohexane,,Alkane,Cycloalkane,,13,26,,,,182.351,nonane
"Naphthalene, 2-butyldecahydro-",,Alkane,Cycloalkane,Decalin,14,26,,,,194.362,nonane
"Pyrene, hexadecahydro-",,Alkane,Cycloalkane,4Ring,16,26,,,,218.384,nonane
Bicyclo[5.3.0]decane (cis),,Alkane,Cycloalkane,2Ring,10,18,,,,138.254,nonane
"Bicyclo[5.2.0]nonane, 4-methylene-2,8,8-trimethyl-2-vinyl-",1000159-38-2,Alkane,Cycloalkane,,15,24,,,,204.357,nonane
Isobutane,000075-28-5,Alkane,Isoalkane,,4,10,,,,58.124,nonane
"Butane, 2-methyl-",000078-78-4,Alkane,Isoalkane,,5,12,,,,72.151,nonane
"Pentane, 2-methyl-",000107-83-5,Alkane,Isoalkane,,6,14,,,,86.178,nonane
"Pentane, 3-methyl-",000096-14-0,Alkane,Isoalkane,,6,14,,,,86.178,nonane
"Hexane, 2-methyl-",000591-76-4,Alkane,Isoalkane,,7,16,,,,100.205,nonane
"Hexane, 2-methyl-",000591-76-4,Alkane,Isoalkane,,7,16,,,,100.205,nonane
"Hexane, 3-methyl-",000589-34-4,Alkane,Isoalkane,,7,16,,,,100.205,nonane
"Hexane, 3-methyl-",000589-34-4,Alkane,Isoalkane,,7,16,,,,100.205,nonane
"Pentane, 2,3-dimethyl-",000565-59-3,Alkane,Isoalkane,,7,16,,,,100.205,nonane
"Heptane, 2-methyl-",000592-27-8,Alkane,Isoalkane,,8,18,,,,114.232,nonane
"Heptane, 3-methyl-",000589-81-1,Alkane,Isoalkane,,8,18,,,,114.232,nonane
"Heptane, 3-methyl-",000589-81-1,Alkane,Isoalkane,,8,18,,,,114.232,nonane
"Hexane, 2,3-dimethyl-",000592-13-2,Alkane,Isoalkane,,8,18,,,,114.232,nonane
"Hexane, 2,4-dimethyl-",000589-43-5,Alkane,Isoalkane,,8,18,,,,114.232,nonane
"Hexane, 2,5-dimethyl-",000592-13-2,Alkane,Isoalkane,,8,18,,,,114.232,nonane
"Hexane, 2-methyl-4-methylene-",003404-80-6,Alkane,Isoalkane,,8,16,,,,112.216,nonane
"Hexane, 3-ethyl-",000619-99-8,Alkane,Isoalkane,,8,18,,,,114.232,nonane
"Pentane, 2,3,4-trimethyl-",565-75-3,Alkane,Isoalkane,,8,18,,,,114.232,nonane
"Heptane, 2,3-dimethyl-",003074-71-3,Alkane,Isoalkane,,9,20,,,,128.259,nonane
"Heptane, 2,4-dimethyl-",002213-23-2,Alkane,Isoalkane,,9,20,,,,128.259,nonane
"Heptane, 2,5-dimethyl-",002216-30-0,Alkane,Isoalkane,,9,20,,,,128.259,nonane
"Heptane, 4-ethyl-",2216-32-2,Alkane,Isoalkane,,9,20,,,,128.259,nonane
"Hexane, 2,3,4-trimethyl-",921-47-1,Alkane,Isoalkane,,9,20,,,,128.259,nonane
"Hexane, 4-ethyl-2-methyl-",3074-75-7,Alkane,Isoalkane,,9,20,,,,128.259,nonane
"Octane, 2-methyl-",003221-61-2,Alkane,Isoalkane,,9,20,,,,128.259,nonane
"Octane, 3-methyl-",002216-33-3,Alkane,Isoalkane,,9,20,,,,128.259,nonane
"Octane, 4-methyl-",002216-34-4,Alkane,Isoalkane,,9,20,,,,128.259,nonane
"Octane, 2,5-dimethyl-",15869-89-3,Alkane,Isoalkane,,10,22,,,,142.286,nonane
"Heptane, 2,5,5-trimethyl-",1189-99-7,Alkane,Isoalkane,,10,22,,,,142.286,nonane
"Heptane, 3,3,4-trimethyl-",20278-87-9,Alkane,Isoalkane,,10,22,,,,142.286,nonane
"Heptane, 3-ethyl-2-methyl-",14676-29-0,Alkane,Isoalkane,,10,22,,,,142.286,nonane
"Nonane, 2-methyl-",000871-83-0,Alkane,Isoalkane,,10,22,,,,142.286,nonane
"Nonane, 3-methyl-",005911-04-6,Alkane,Isoalkane,,10,22,,,,142.286,nonane
"Nonane, 4-methyl-",017301-94-9,Alkane,Isoalkane,,10,22,,,,142.286,nonane
"Octane, 3,6-dimethyl-",15869-94-0,Alkane,Isoalkane,,10,22,,,,142.286,nonane
"Octane, 3,4-dimethyl-",15869-94-1,Alkane,Isoalkane,,10,22,,,,142.286,nonane
"Octane, 4-ethyl-",15869-86-0,Alkane,Isoalkane,,10,22,,,,142.286,nonane
"Decane, 4-methyl-",002847-72-5,Alkane,Isoalkane,,11,24,,,,156.313,nonane
"Octane, 2,4,6-trimethyl-",62016-37-9,Alkane,Isoalkane,,11,24,,,,156.313,nonane
5-Ethyldecane,017302-36-2,Alkane,Isoalkane,,12,26,,,,170.34,nonane
"Decane, 4-ethyl-",001636-44-8,Alkane,Isoalkane,,12,26,,,,170.34,nonane
"Nonane, 4-ethyl-5-methyl-",1632-71-9,Alkane,Isoalkane,,12,26,,,,170.34,nonane
"Octane, 4,5-diethyl-",001636-41-5,Alkane,Isoalkane,,12,26,,,,170.34,nonane
"Undecane, 3-methyl-",001002-43-3,Alkane,Isoalkane,,12,26,,,,170.34,nonane
"Undecane, 5-methyl-",001632-70-8,Alkane,Isoalkane,,12,26,,,,170.34,nonane
"Decane, 2,6,8-trimethyl-",62108-26-3,Alkane,Isoalkane,,13,28,,,,184.367,nonane
"Dodecane, 2-methyl-",001560-97-0,Alkane,Isoalkane,,13,28,,,,184.367,nonane
"Undecane, 4,7-dimethyl-",17301-32-5,Alkane,Isoalkane,,13,28,,,,184.367,nonane
"Undecane, 6,6-dimethyl-",17312-76-4,Alkane,Isoalkane,,13,28,,,,184.367,nonane
C13 Isoalkane,,Alkane,Isoalkane,,13,28,,,,184.367,nonane
"Tridecane, 2-methyl-",001560-96-9,Alkane,Isoalkane,,14,30,,,,198.394,nonane
"Tridecane, 4-methyl-",26730-12-1,Alkane,Isoalkane,,14,30,,,,198.394,nonane
C14 Isoalkane,,Alkane,Isoalkane,,14,30,,,,198.394,nonane
"Dodecane, 2,6,10-trimethyl-",003891-98-3,Alkane,Isoalkane,,15,32,,,,212.421,nonane
"Dodecane, 2,7,10-trimethyl-",74645-98-0,Alkane,Isoalkane,,15,32,,,,212.421,nonane
C15 Isoalkane,,Alkane,Isoalkane,,15,32,,,,212.421,nonane
"Tridecane, 6-propyl-",055045-10-8,Alkane,Isoalkane,,16,34,,,,226.448,nonane
C16 Isoalkane,,Alkane,Isoalkane,,16,34,,,,226.448,nonane
C17 Isoalkane,,Alkane,Isoalkane,,17,36,,,,240.475,nonane
C18 Isoalkane,,Alkane,Isoalkane,,18,38,,,,254.502,nonane
C19 Isoalkane,,Alkane,Isoalkane,,19,40,,,,268.529,nonane
C20 Isoalkane,,Alkane,Isoalkane,,20,42,,,,282.556,nonane
C21 Isoalkane,,Alkane,Isoalkane,,21,44,,,,296.583,nonane
C22 Isoalkane,,Alkane,Isoalkane,,22,46,,,,310.61,nonane
C23 Isoalkane,,Alkane,Isoalkane,,23,48,,,,324.637,nonane
C24 Isoalkane,,Alkane,Isoalkane,,24,50,,,,338.664,nonane
C25 Isoalkane,,Alkane,Isoalkane,,25,52,,,,352.691,nonane
C26 Isoalkane,,Alkane,Isoalkane,,26,54,,,,366.718,nonane
C27 Isoalkane,,Alkane,Isoalkane,,27,56,,,,380.745,nonane
C28 Isoalkane,,Alkane,Isoalkane,,28,58,,,,394.772,nonane
C29 Isoalkane,,Alkane,Isoalkane,,29,60,,,,408.799,nonane
C30 Isoalkane,,Alkane,Isoalkane,,30,62,,,,422.826,nonane
"Heptadecane, 8-methyl-",013287-23-5,Alkane,Isoalkane,,18,38,,,,254.502,nonane
"Pentadecane, 2,6,10-trimethyl-",3892-00-0,Alkane,Isoalkane,,18,38,,,,254.502,nonane
"Pentadecane, 8-hexyl-",013475-75-7,Alkane,Isoalkane,,21,44,,,,296.583,nonane
"Nonane, 5-methyl-",,Alkane,Isoalkane,,10,22,,,,142.286,nonane
"Octane, 2,3-dimethyl-",,Alkane,Isoalkane,,10,22,,,,142.286,nonane
"Heptane, 3-ethyl-",,Alkane,Isoalkane,,9,20,,,,128.259,nonane
"Octane, 3-ethyl-",,Alkane,Isoalkane,,10,22,,,,142.286,nonane
"Undecane, 2,6-dimethyl-",,Alkane,Isoalkane,,13,28,,,,184.367,nonane
"Undecane, 2,9-dimethyl-",,Alkane,Isoalkane,,13,28,,,,184.367,nonane
"Tridecane, 3-methyl-",,Alkane,Isoalkane,,14,30,,,,198.394,nonane
"2,6,10-Trimethyltridecane",,Alkane,Isoalkane,,16,34,,,,226.448,nonane
"Tetradecane, 2-methyl-",,Alkane,Isoalkane,,15,32,,,,212.421,nonane
"Tetradecane, 3-methyl-",,Alkane,Isoalkane,,15,32,,,,212.421,nonane
"Heptadecane, 2,6-dimethyl-",,Alkane,Isoalkane,,19,40,,,,268.529,nonane
"Heptadecane, 2,6,10,14-tetramethyl-",,Alkane,Isoalkane,,21,44,,,,296.583,nonane
"Octadecane, 3-ethyl-5-(2-ethylbutyl)-",,Alkane,Isoalkane,,26,54,,,,366.718,nonane
Butane,000106-97-8,Alkane,n-Alkane,,4,10,,,,58.124,nonane
Pentane,000109-66-0,Alkane,n-Alkane,,5,12,,,,72.151,nonane
Ethylidenecyclobutane,001528-21-8,Alkane,n-Alkane,,6,10,,,,82.146,nonane
n-Hexane,000110-54-3,Alkane,n-Alkane,,6,14,,,,86.178,nonane
Heptane,142-82-5,Alkane,n-Alkane,,7,16,,,,100.205,nonane
n-Heptane,000142-82-5,Alkane,n-Alkane,,7,16,,,,100.205,nonane
n-Octane,000111-65-9,Alkane,n-Alkane,,8,18,,,,114.232,nonane
Octane,111-65-9,Alkane,n-Alkane,,8,18,,,,114.232,nonane
n-Nonane,000111-84-2,Alkane,n-Alkane,,9,20,,,,128.259,nonane
Nonane,111-84-2,Alkane,n-Alkane,,9,20,,,,128.259,nonane
Decane,000124-18-5,Alkane,n-Alkane,,10,22,,,,142.286,nonane
n-Decane,000124-18-5,Alkane,n-Alkane,,10,22,,,,142.286,nonane
n-Undecane,001120-21-4,Alkane,n-Alkane,,11,24,,,,156.313,nonane
Undecane,001120-21-4,Alkane,n-Alkane,,11,24,,,,156.313,nonane
Dodecane,000112-40-3,Alkane,n-Alkane,,12,26,,,,170.34,nonane
n-Dodecane,000112-40-3,Alkane,n-Alkane,,12,26,,,,170.34,nonane
Tridecane,000629-50-5,Alkane,n-Alkane,,13,28,,,,184.367,nonane
n-Tetradecane,000629-59-4,Alkane,n-Alkane,,14,30,,,,198.394,nonane
Tetradecane,000629-59-4,Alkane,n-Alkane,,14,30,,,,198.394,nonane
Pentadecane,000629-62-9,Alkane,n-Alkane,,15,32,,,,212.421,nonane
Hexadecane,000544-76-3,Alkane,n-Alkane,,16,34,,,,226.448,nonane
n-Hexadecane,000544-76-3,Alkane,n-Alkane,,16,34,,,,226.448,nonane
Heptadecane,000629-78-7,Alkane,n-Alkane,,17,36,,,,240.475,nonane
n-Octadecane,000593-45-3,Alkane,n-Alkane,,18,36,,,,252.486,nonane
Octadecane,593-45-3,Alkane,n-Alkane,,18,36,,,,252.486,nonane
Nonadecane,000629-92-5,Alkane,n-Alkane,,19,40,,,,268.529,nonane
n-Eicosane,000112-95-8,Alkane,n-Alkane,,20,38,,,,278.524,nonane
Heneicosane,000629-94-7,Alkane,n-Alkane,,21,44,,,,296.583,nonane
Docosane,000629-97-0,Alkane,n-Alkane,,22,46,,,,310.61,nonane
Tricosane,000638-67-5,Alkane,n-Alkane,,23,48,,,,324.637,nonane
Tetracosane,000646-31-1,Alkane,n-Alkane,,24,50,,,,338.664,nonane
Pentacosane,000629-99-2,Alkane,n-Alkane,,25,52,,,,352.691,nonane
Hexacosane,000630-01-3,Alkane,n-Alkane,,26,54,,,,366.718,nonane
Octacosane,000630-02-4,Alkane,n-Alkane,,28,58,,,,394.772,nonane
Nonacosane,000630-03-5,Alkane,n-Alkane,,29,60,,,,408.799,nonane
Hentriacontane,000630-04-6,Alkane,n-Alkane,,31,64,,,,436.853,nonane
Dotriacontane,000544-85-4,Alkane,n-Alkane,,32,66,,,,450.88,nonane
Hexatriacontane,000630-06-8,Alkane,n-Alkane,,36,74,,,,506.988,nonane
Tetracontane,004181-95-7,Alkane,n-Alkane,,40,82,,,,563.096,nonane
Tetratetracontane,007098-22-8,Alkane,n-Alkane,,44,90,,,,619.204,nonane
Eicosane,112-95-8,Alkane,n-Alkane,,20,38,,,,278.524,nonane
Heniecosane,,Alkane,n-Alkane,,21,40,,,,292.551,nonane
Heptacosane,,Alkane,n-Alkane,,27,56,,,,380.745,nonane
Triacontane,,Alkane,n-Alkane,,30,62,,,,422.826,nonane
Tetratriacontane,,Alkane,n-Alkane,,34,70,,,,478.934,nonane
Tritriacontane,,Alkane,n-Alkane,,33,68,,,,464.907,nonane
Pentatriacontane,,Alkane,n-Alkane,,35,72,,,,492.961,nonane
Heptatriacontane,,Alkane,n-Alkane,,37,76,,,,521.015,nonane
Octratriacontane,,Alkane,n-Alkane,,38,78,,,,535.042,nonane
Nonantriacontane,,Alkane,n-Alkane,,39,80,,,,549.069,nonane
Henetetracontane,,Alkane,n-Alkane,,41,84,,,,577.123,nonane
Dotetracontane,,Alkane,n-Alkane,,42,86,,,,591.15,nonane
Tritetracontane,,Alkane,n-Alkane,,43,88,,,,605.177,nonane
"Heptane, 4-methyl-",,Alkane,n-Alkane,,8,18,,,,114.232,nonane
"Dodecane, 4-methyl-",006117-97-1,Alkane,Isoalkane,,13,28,,,,184.367,nonane
"Tetradecane, 4-methyl-",025117-24-2,Alkane,Isoalkane,,15,32,,,,212.421,nonane
Bicyclo[4.1.0]hept-2-ene,002566-57-6,Alkene,Cycloalkene,2Ring,7,10,,,,94.157,nonane
Spiro[4.4]non-1-ene,000873-12-1,Alkene,Cycloalkene,2Ring,9,14,,,,122.211,nonane
"Tetracyclo[3.3.1.0(2,8).0(4,6)]-non-2-ene",1000191-13-7,Alkene,Cycloalkene,2Ring,9,10,,,,118.179,nonane
"2a,4a,6a,6b-Tetrahydrocyclopenta[cd]pentalene",006053-74-3,Alkene,Cycloalkene,2Ring,10,10,,,,130.19,nonane
"Tetracyclo[5.3.0.0<2,6>.0<3,10>]deca-4,8-diene",034324-40-8,Alkene,Cycloalkene,2Ring,10,10,,,,130.19,nonane
D-Limonene,5989-27-5,Alkene,Cycloalkene,Alkylcyclohexane,10,16,,,,136.238,nonane
"Cyclohexane, 1-ethyl-2-methyl-, trans-",4923-78-8,Alkene,Cycloalkene,Alkylcyclohexane,9,18,,,,126.243,nonane
"Cyclohexane, 2-propenyl-",2114-42-3,Alkene,Cycloalkene,Alkylcyclohexane,9,16,,,,124.227,nonane
"Cyclohexane, (2-methyl-1-propenyl)-",089656-98-4,Alkene,Cycloalkene,Alkylcyclohexane,10,18,,,,138.254,nonane
"Cyclohexene,1-(2-methylpropyl)-",3983-03-7,Alkene,Cycloalkene,Alkylcyclohexane,10,18,,,,138.254,nonane
"Cyclohexene, 1-methyl-",000591-49-1,Alkene,Cycloalkene,Alkylcyclohexene,7,12,,,,96.173,nonane
"Cyclohexene, 1-methyl-4-(1-methylethenyl)-, (S)-",5989-54-8,Alkene,Cycloalkene,Alkylcyclohexene,10,16,,,,136.238,nonane
"Cyclohexene, 3-methyl-",000591-48-0,Alkene,Cycloalkene,Alkylcyclohexene,7,12,,,,96.173,nonane
"Cyclohexene, 3-methyl-",000591-48-0,Alkene,Cycloalkene,Alkylcyclohexene,7,12,,,,96.173,nonane
"Cyclohexene, 4-methyl-",000591-47-9,Alkene,Cycloalkene,Alkylcyclohexene,7,10,,,,94.157,nonane
"Cyclohexene, 4-methyl-",000591-47-9,Alkene,Cycloalkene,Alkylcyclohexene,7,10,,,,94.157,nonane
"Cyclohexene, 4-methyl-",000591-47-9,Alkene,Cycloalkene,Alkylcyclohexene,7,10,,,,94.157,nonane
"Cyclohexene, 1,2-dimethyl-",001674-10-8,Alkene,Cycloalkene,Alkylcyclohexene,8,14,,,,110.2,nonane
"Cyclohexene, 1,2-dimethyl-",001674-10-8,Alkene,Cycloalkene,Alkylcyclohexene,8,14,,,,110.2,nonane
"Cyclohexene, 1,4-dimethyl-",002808-79-9,Alkene,Cycloalkene,Alkylcyclohexene,8,14,,,,110.2,nonane
"Cyclohexene, 1,4-dimethyl-",002808-79-9,Alkene,Cycloalkene,Alkylcyclohexene,8,14,,,,110.2,nonane
"Cyclohexene, 1,6-dimethyl-",001759-64-4,Alkene,Cycloalkene,Alkylcyclohexene,8,14,,,,110.2,nonane
"Cyclohexene, 3,5-dimethyl-",000823-17-6,Alkene,Cycloalkene,Alkylcyclohexene,8,14,,,,110.2,nonane
"Cyclohexene, 3,5-dimethyl-",000823-17-6,Alkene,Cycloalkene,Alkylcyclohexene,8,14,,,,110.2,nonane
"Cyclohexene, 3,5-dimethyl-",000823-17-6,Alkene,Cycloalkene,Alkylcyclohexene,8,14,,,,110.2,nonane
"Cyclohexene, 3-ethyl-",002808-71-1,Alkene,Cycloalkene,Alkylcyclohexene,8,14,,,,110.2,nonane
"Cyclohexene, 1-ethyl-",002808-71-2,Alkene,Cycloalkene,Alkylcyclohexene,8,14,,,,110.2,nonane
"Cyclohexene, 1-dimethyl-",000823-17-7,Alkene,Cycloalkene,Alkylcyclohexene,8,14,,,,110.2,nonane
"Cyclopentadiene, 2,5,5-trimethyl-",007086-15-9,Alkene,Cycloalkene,Alkylcyclohexene,8,16,,,,112.216,nonane
"Cyclopentadiene, 2,5,5-trimethyl-",007086-15-9,Alkene,Cycloalkene,Alkylcyclohexene,8,16,,,,112.216,nonane
"Cyclohexene, 3-(1-methylethyl)-",761015,Alkene,Cycloalkene,Alkylcyclohexene,9,16,,,,124.227,nonane
"Cyclohexene, 3,3,5-trimethyl-",000503-45-7,Alkene,Cycloalkene,Alkylcyclohexene,9,14,,,,122.211,nonane
"Cyclohexene, 3,3,5-trimethyl-",000503-45-7,Alkene,Cycloalkene,Alkylcyclohexene,9,14,,,,122.211,nonane
"Cyclohexene, 3,5,5-trimethyl-",000933-12-0,Alkene,Cycloalkene,Alkylcyclohexene,9,14,,,,122.211,nonane
"Cyclohexene, 3,5,5-trimethyl-",000933-12-0,Alkene,Cycloalkene,Alkylcyclohexene,9,14,,,,122.211,nonane
"Cyclohexene,1-propyl-",2539-75-5,Alkene,Cycloalkene,Alkylcyclohexene,9,14,,,,122.211,nonane
"Cyclohexene, 4-propyl-",13487-64-4,Alkene,Cycloalkene,Alkylcyclohexene,9,14,,,,122.211,nonane
Cyclononene,627801,Alkene,Cycloalkene,Alkylcyclohexene,9,16,,,,124.227,nonane
"Cyclohexene, 1-butyl-",003282-53-9,Alkene,Cycloalkene,Alkylcyclohexene,10,18,,,,138.254,nonane
"Cyclohexene, 1-methyl-4-(1-methylethyl)-, (R)-",001195-31-9,Alkene,Cycloalkene,Alkylcyclohexene,10,18,,,,138.254,nonane
"Cyclohexene, 3-(2-methylpropyl)-",004104-56-7,Alkene,Cycloalkene,Alkylcyclohexene,10,18,,,,138.254,nonane
"Cyclohexene, 3-methyl-6-(1-methylethyl)-, trans-",001124-26-1,Alkene,Cycloalkene,Alkylcyclohexene,10,18,,,,138.254,nonane
"Cyclohexene,3-butyl-",003983-07-1,Alkene,Cycloalkene,Alkylcyclohexene,10,18,,,,138.254,nonane
"Cyclooctene, 1,2-dimethyl-",054299-96-6,Alkene,Cycloalkene,Alkylcyclohexene,10,18,,,,138.254,nonane
"Cyclooctene, 3-methyl-",13152-05-1,Alkene,Cycloalkene,Alkylcyclohexene,9,16,,,,124.227,nonane
1-Methylcyclooctene,933-11-9,Alkene,Cycloalkene,Alkylcyclohexene,9,16,,,,124.227,nonane
"Cyclopentene, 3-ethenyl-",26727-45-7,Alkene,Cycloalkene,Alkylcyclohexene,7,10,,,,94.157,nonane
"Cyclohexene, 1-isopentyl-",003983-04-8,Alkene,Cycloalkene,Alkylcyclohexene,11,20,,,,152.281,nonane
"Cyclohexene, 1-pentyl-",15232-85-6,Alkene,Cycloalkene,Alkylcyclohexene,11,20,,,,152.281,nonane
"Cyclopentane, 1-methyl-2-(2-propenyl)-, trans-",50746-53-7,Alkene,Cycloalkene,Alkylcyclopentane,9,16,,,,124.227,nonane
"Cyclopentane, 1-methyl-3-(2-methyl-1-propenyl)-",75873-01-7,Alkene,Cycloalkene,Alkylcyclopentane,10,18,,,,138.254,nonane
"Cyclopentane, 1,2-dimethyl-3-(1-methylethyl)-",489-20-3,Alkene,Cycloalkene,Alkylcyclopentane,10,20,,,,140.27,nonane
"Cyclopentene, 1-methyl-",000693-89-0,Alkene,Cycloalkene,Alkylcyclopentene,6,10,,,,82.146,nonane
"Cyclopentene, 3-methyl-",001120-62-3,Alkene,Cycloalkene,Alkylcyclopentene,6,8,,,,80.13,nonane
"Cyclopentene, 3-methyl-",001120-62-3,Alkene,Cycloalkene,Alkylcyclopentene,6,8,,,,80.13,nonane
"Cyclopentene, 4-methyl-",001759-81-5,Alkene,Cycloalkene,Alkylcyclopentene,6,8,,,,80.13,nonane
"Cyclopentene, 1,5-dimethyl-",016491-15-9,Alkene,Cycloalkene,Alkylcyclopentene,7,12,,,,96.173,nonane
"Cyclopentene, 4,4-dimethyl-",019037-72-0,Alkene,Cycloalkene,Alkylcyclopentene,7,12,,,,96.173,nonane
"Cyclopenten-4-one, 1,2,3,3-tetramethyl-",019037-72-1,Alkene,Cycloalkene,Alkylcyclopentene,9,16,,,,124.227,nonane
1-Ethyl-5-methylcyclopentene,097797-57-4,Alkene,Cycloalkene,Alkylcyclopentene,8,14,,,,110.2,nonane
1-Ethyl-5-methylcyclopentene,097797-57-4,Alkene,Cycloalkene,Alkylcyclopentene,8,16,,,,112.216,nonane
1-Ethylcyclopentene,002146-38-5,Alkene,Cycloalkene,Alkylcyclopentene,8,12,,,,108.184,nonane
1-Ethylcyclopentene,002146-38-5,Alkene,Cycloalkene,Alkylcyclopentene,8,12,,,,108.184,nonane
"Cyclopentene, 1-(1-methylethyl)-",001462-07-3,Alkene,Cycloalkene,Alkylcyclopentene,8,14,,,,110.2,nonane
"Cyclopentene, 1,2,3-trimethyl-",000473-91-6,Alkene,Cycloalkene,Alkylcyclopentene,8,14,,,,110.2,nonane
"Cyclopentene, 1,2-dimethyl-4-methylene-",083615-96-7,Alkene,Cycloalkene,Alkylcyclopentene,8,12,,,,108.184,nonane
"Cyclopentene, 1,2-dimethyl-4-methylene-",083615-96-7,Alkene,Cycloalkene,Alkylcyclopentene,8,12,,,,108.184,nonane
"Cyclopentene, 1-ethenyl-3-methylene-",061142-07-2,Alkene,Cycloalkene,Alkylcyclopentene,8,10,,,,106.168,nonane
"Cyclopentene, 3-propyl-",034067-75-9,Alkene,Cycloalkene,Alkylcyclopentene,8,16,,,,112.216,nonane
"Cyclopentene, 1-butyl-",002423-01-0,Alkene,Cycloalkene,Alkylcyclopentene,9,16,,,,124.227,nonane
"Cyclopentene, 3-methyl-1-(1-methylethyl)-",051115-02-7,Alkene,Cycloalkene,Alkylcyclopentene,9,18,,,,126.243,nonane
"Cyclopentene, 1-pentyl-",004291-98-9,Alkene,Cycloalkene,Alkylcyclopentene,10,18,,,,138.254,nonane
"Cyclopentene,1-hexyl-",004291-99-0,Alkene,Cycloalkene,Alkylcyclopentene,11,20,,,,152.281,nonane
"Cyclopentane, 1-hexyl-3-methyl-",61142-68-5,Alkene,Cycloalkene,Alkylcyclopentene,12,24,,,,168.324,nonane
"1,3-Cyclopentadiene",000542-92-7,Alkene,Cycloalkene,,5,6,,,,66.103,nonane
"1,3-Cyclohexadiene",000592-57-4,Alkene,Cycloalkene,,6,8,,,,80.13,nonane
"1,3-Cyclohexadiene",000592-57-4,Alkene,Cycloalkene,,6,8,,,,80.13,nonane
"1,3-Cyclopentadiene, 1-methyl-",000096-39-9,Alkene,Cycloalkene,,6,8,,,,80.13,nonane
"1,3-Cyclopentadiene, 1-methyl-",000096-39-9,Alkene,Cycloalkene,,6,8,,,,80.13,nonane
"1,3-Cyclopentadiene, 5-methyl-",000096-38-8,Alkene,Cycloalkene,,6,8,,,,80.13,nonane
"1,4-Cyclohexadiene",000628-41-1,Alkene,Cycloalkene,,6,8,,,,80.13,nonane
3-Methylenecyclopentene,000930-26-7,Alkene,Cycloalkene,,6,8,,,,80.13,nonane
3-Vinyl-1-cyclobutene,006555-52-8,Alkene,Cycloalkene,,6,8,,,,80.13,nonane
4-Methylenecyclopentene,014548-32-4,Alkene,Cycloalkene,,6,8,,,,80.13,nonane
4-Methylenecyclopentene,014548-32-4,Alkene,Cycloalkene,,6,8,,,,80.13,nonane
Cyclohexene,000110-83-8,Alkene,Cycloalkene,,6,10,,,,82.146,nonane
"1,3-Cycloheptadiene",004054-38-0,Alkene,Cycloalkene,,7,10,,,,94.157,nonane
"1,3-Cyclopentadiene, 1,2-dimethyl-",004784-86-5,Alkene,Cycloalkene,,7,10,,,,94.157,nonane
"1,4-Cyclohexadiene, 1-methyl-",004313-57-9,Alkene,Cycloalkene,,7,10,,,,94.157,nonane
"1,4-Cyclohexadiene, 1-methyl-",004313-57-9,Alkene,Cycloalkene,,7,10,,,,94.157,nonane
"1,4-Cyclohexadiene, 1-methyl-",004313-57-9,Alkene,Cycloalkene,,7,10,,,,94.157,nonane
"1-Methylcyclohexa-1,3-diene",1000298-96-0,Alkene,Cycloalkene,,7,10,,,,94.157,nonane
"1-Methylcyclohexa-2,4-diene",1000298-96-1,Alkene,Cycloalkene,,7,10,,,,94.157,nonane
"3,5-Dimethylcyclopentene",007459-71-4,Alkene,Cycloalkene,,7,12,,,,96.173,nonane
3-Methylenecyclohexene,001888-90-0,Alkene,Cycloalkene,,7,10,,,,94.157,nonane
"Cyclobutane, (1-methylethylidene)-",001528-22-9,Alkene,Cycloalkene,,7,12,,,,96.173,nonane
"1,3,5,7-Cyclooctatetraene",000629-20-9,Alkene,Cycloalkene,,8,8,,,,104.152,nonane
"1,3-Cyclohexadiene, 5,6-dimethyl-",005715-27-5,Alkene,Cycloalkene,,8,12,,,,108.184,nonane
"1,3-Cyclooctadiene",001700-10-3,Alkene,Cycloalkene,,8,12,,,,108.184,nonane
"1,3-Cyclooctadiene, (Z,Z)-",003806-59-5,Alkene,Cycloalkene,,8,12,,,,108.184,nonane
"1,3-Dimethyl-1-cyclohexene",002808-76-6,Alkene,Cycloalkene,,8,14,,,,110.2,nonane
